Town,Address,Sale Price,Sale Date
BAYCHESTER,2525 HOLLERS AVE,483000,5/18/20
KINGSBRIDGE HTS/UNIV HTS,"8 FORDHAM HILL OVAL, 6D",160000,5/18/20
KINGSBRIDGE/JEROME PARK,3245 TIBBETT AVENUE,455322,5/18/20
MORRIS PARK/VAN NEST,1853 LURTING AVENUE,715000,5/18/20
MORRISANIA/LONGWOOD,"847 FOX STREET, 2",42670,5/18/20
MORRISANIA/LONGWOOD,"847 FOX STREET, 3",42670,5/18/20
MORRISANIA/LONGWOOD,"847 FOX STREET, 4",42670,5/18/20
MORRISANIA/LONGWOOD,"847 FOX STREET, 1",42670,5/18/20
MOUNT HOPE/MOUNT EDEN,1696 MONROE AVENUE,580000,5/18/20
RIVERDALE,"3530 HENRY HUDSON PARKWAY, 2E",590000,5/18/20
SCHUYLERVILLE/PELHAM BAY,1822 HUTCHINSON RIVER PARKWAY,545000,5/18/20
WAKEFIELD,4522 BARNES AVENUE,885500,5/18/20
BAYCHESTER,2541 HOLLERS AVENUE,735000,5/19/20
CASTLE HILL/UNIONPORT,2150 HAVILAND,550000,5/19/20
MORRISANIA/LONGWOOD,1029 BOSTON ROAD,10,5/19/20
PARKCHESTER,"1420 WOOD ROAD, 5D",198000,5/19/20
PARKCHESTER,"1565 ODELL STREET, 1H",210000,5/19/20
RIVERDALE,4611 ARLINGTON AVENUE,1960000,5/19/20
RIVERDALE,N/A ARLINGTON AVENUE,1960000,5/19/20
WAKEFIELD,4381 BARNES AVENUE,960000,5/19/20
WILLIAMSBRIDGE,644 EAST 219 STREET,1450000,5/19/20
EAST TREMONT,"1926 CROTONA PARKWAY, RU",5191770,5/20/20
EAST TREMONT,"1926 CROTONA PARKWAY, CU",5191770,5/20/20
PARKCHESTER,"1558 UNIONPORT ROAD, 3D",160000,5/20/20
PELHAM PARKWAY NORTH,2519 EASTCHESTER ROAD,600000,5/20/20
RIVERDALE,"5500 FIELDSTON ROAD, 2DD",350000,5/20/20
RIVERDALE,"2287 JOHNSON AVENUE, 11B",390000,5/20/20
RIVERDALE,"2287 JOHNSON AVENUE, 47",390000,5/20/20
RIVERDALE,"2287 JOHNSON AVENUE, 51",390000,5/20/20
SOUNDVIEW,1782 PATTERSON AVENUE,670000,5/20/20
SOUNDVIEW,1843 STORY AVENUE,569000,5/20/20
THROGS NECK,751 LOGAN AVENUE,525000,5/20/20
WILLIAMSBRIDGE,4058 BRONX BOULEVARD,775000,5/20/20
WOODLAWN,"4200 HERKIMER PLACE, 4A",140000,5/20/20
BAYCHESTER,3215 FISH AVENUE,250000,5/21/20
BEDFORD PARK/NORWOOD,2735 CRESTON AVENUE,3100000,5/21/20
BEDFORD PARK/NORWOOD,3165 VILLA AVENUE,2125000,5/21/20
BRONXDALE,"601 PELHAM PARKWAY NORTH, 612",235500,5/21/20
MELROSE/CONCOURSE,"811 WALTON AVENUE, B26",382724,5/21/20
PARKCHESTER,1716 ADAMS STREET,140000,5/21/20
PARKCHESTER,1712 ADAMS STREET,140000,5/21/20
RIVERDALE,"4525 HENRY HUDSON PARKWAY, B710",560038,5/21/20
SOUNDVIEW,1915 PATTERSON AVENUE,822000,5/21/20
BEDFORD PARK/NORWOOD,"3279 HULL AVENUE, 15",160000,5/22/20
BRONXDALE,3243 COLDEN AVENUE,505000,5/22/20
BRONXDALE,2718 LACONIA AVENUE,970000,5/22/20
KINGSBRIDGE HTS/UNIV HTS,2210 ANDREWS AVENUE,853300,5/22/20
PARKCHESTER,"1 METROPOLITAN OVAL, 1B",242346,5/22/20
PARKCHESTER,"1735 PURDY STREET, 3C",190000,5/22/20
RIVERDALE,"645 WEST 239TH STREET, 4B",235000,5/22/20
RIVERDALE,"679 WEST 239TH STREET, 3H",314211,5/22/20
SOUNDVIEW,563 SAINT LAWRENCE,400000,5/22/20
THROGS NECK,3004 PHILIP AVENUE,484000,5/22/20
WAKEFIELD,4168 MURDOCK AVENUE,435000,5/22/20
COUNTRY CLUB,1021 THROGMORTON AVENUE,950000,5/26/20
KINGSBRIDGE HTS/UNIV HTS,2071 GRAND AVENUE,635000,5/26/20
KINGSBRIDGE/JEROME PARK,3430 BAILEY PLACE,685000,5/26/20
MORRIS PARK/VAN NEST,1581 LURTING AVENUE,655000,5/26/20
MORRISANIA/LONGWOOD,579 BECK STREET,736000,5/26/20
PARKCHESTER,"1380 VIRGINIA AVENUE, 7D",175000,5/26/20
THROGS NECK,2759 SCHURZ AVENUE,430000,5/26/20
THROGS NECK,700 EDISON AVE,865000,5/26/20
THROGS NECK,706 EDISON AVE,865000,5/26/20
THROGS NECK,3435 -3437 EAST TREMONT AVENUE,850000,5/26/20
WAKEFIELD,4531 HILL AVENUE,420000,5/26/20
BAYCHESTER,3713 ROMBOUTS AVENUE,250000,5/27/20
CITY ISLAND,"70 ISLAND POINT, 70",705000,5/27/20
HUNTS POINT,881 FAILE STREET,490000,5/27/20
PELHAM PARKWAY NORTH,2570 COLDEN AVENUE,575000,5/27/20
PELHAM PARKWAY SOUTH,"2166 BRONX PARK EAST, 5D",250000,5/27/20
THROGS NECK,275 GRAFF AVE.,425000,5/27/20
THROGS NECK,507 HOLLYWOOD AVENUE,790000,5/27/20
THROGS NECK,284 REVERE AVENUE,495000,5/27/20
WAKEFIELD,4412 DE REIMER AVENUE,450000,5/27/20
WAKEFIELD,4760 CARPENTER AVENUE,795000,5/27/20
WAKEFIELD,757 WHITEHALL PLACE,890000,5/27/20
BAYCHESTER,3061 GRACE AVENUE,529000,5/28/20
BAYCHESTER,4049 SECOR AVENUE,636000,5/28/20
BEDFORD PARK/NORWOOD,3366 DECATUR AVENUE,7450000,5/28/20
EAST TREMONT,"2016 MARMION AVE., 4D",73000,5/28/20
HIGHBRIDGE/MORRIS HEIGHTS,2021 GRAND AVENUE,438500,5/28/20
MELROSE/CONCOURSE,"860 GRAND CONCOURSE, 6O",253000,5/28/20
PARKCHESTER,"1919 MCGRAW AVENUE, 1H",320000,5/28/20
PARKCHESTER,"1610 METROPOLITAN AVENUE, MD",193000,5/28/20
RIVERDALE,"5500 FIELDSTON ROAD, 3EE",360000,5/28/20
THROGS NECK,"68 INDIAN TRAIL, 68",200000,5/28/20
THROGS NECK,"62 POPLAR AVENUE, 62",483600,5/28/20
WILLIAMSBRIDGE,1047 EAST 213 STREET,520000,5/28/20
BAYCHESTER,1137 EAST 213 STREET,519000,5/29/20
COUNTRY CLUB,1638 LIBRARY AVENUE,890000,5/29/20
MORRIS PARK/VAN NEST,1802 HAIGHT AVENUE,520000,5/29/20
MORRISANIA/LONGWOOD,859 UNION AVENUE,495000,5/29/20
MOTT HAVEN/PORT MORRIS,448 EAST 139 STREET,740000,5/29/20
MOUNT HOPE/MOUNT EDEN,165 EAST 179 STREET,12480000,5/29/20
RIVERDALE,"512 KAPPOCK STREET, 1H",215000,5/29/20
RIVERDALE,"3215 ARLINGTON AVE., 4E",339690,5/29/20
RIVERDALE,"5601 RIVERDALE AVENUE, 4G",167000,5/29/20
SCHUYLERVILLE/PELHAM BAY,2840 WATERBURY AVENUE,875000,5/29/20
SOUNDVIEW,"146 MERMAID LANE, 282",425000,5/29/20
WILLIAMSBRIDGE,3561 HOLLAND AVENUE,636000,5/29/20
WILLIAMSBRIDGE,843 EAST 222ND STREET,630000,5/29/20
WILLIAMSBRIDGE,"814A TILDEN STREET, 1K",152229,5/29/20
COUNTRY CLUB,1426 SHORE DRIVE,700000,6/1/20
HIGHBRIDGE/MORRIS HEIGHTS,"1175 ANDERSON AVENUE, 5C",125000,6/1/20
MELROSE/CONCOURSE,"860 GRAND CONCOURSE, 5D",228000,6/1/20
MORRISANIA/LONGWOOD,693 CAULDWELL AVENUE,100000,6/1/20
PARKCHESTER,"7 METROPOLITAN OVAL, 6C",10,6/1/20
WAKEFIELD,4509 WHITE PLAINS ROAD,1125000,6/1/20
WAKEFIELD,4515 WHITE PLAINS ROAD,1125000,6/1/20
BRONXDALE,"829 ADEE AVENUE, 4M",70000,6/2/20
FORDHAM,2068 ANTHONY AVENUE,970000,6/2/20
FORDHAM,2070 ANTHONY AVENUE,875000,6/2/20
FORDHAM,"55 EAST 190TH STREET, 45",224900,6/2/20
KINGSBRIDGE/JEROME PARK,3407 KINGSBRIDGE AVENUE,850000,6/2/20
SOUNDVIEW,123 HUSSON AVENUE,378000,6/2/20
THROGS NECK,1003 SWINTON AVENUE,499000,6/2/20
THROGS NECK,2783 MILES AVENUE,600000,6/2/20
THROGS NECK,229 BRINSMADE AVENUE,519000,6/2/20
WAKEFIELD,4616 MATILDA AVENUE,725000,6/2/20
BAYCHESTER,3846 AMUNDSON,327000,6/3/20
CASTLE HILL/UNIONPORT,2122 CROSS BRONX EXPRESSWAY,547000,6/3/20
CITY ISLAND-PELHAM STRIP,1449 ROOSEVELT AVENUE,950000,6/3/20
CITY ISLAND-PELHAM STRIP,N/A SHORE DRIVE,950000,6/3/20
KINGSBRIDGE/JEROME PARK,"3585 GREYSTONE AVENUE, 7C",635000,6/3/20
KINGSBRIDGE/JEROME PARK,"3585 GREYSTONE AVENUE, PU31",635000,6/3/20
PARKCHESTER,"1596 UNIONPORT ROAD, 7B",225000,6/3/20
THROGS NECK,511 HOLLYWOOD AVENUE,646000,6/3/20
WAKEFIELD,4156 BRUNER AVENUE,780000,6/3/20
BAYCHESTER,1255 GIVAN AVENUE,560000,6/4/20
BAYCHESTER,"3410 DEREIMER AVE, 14F",160000,6/4/20
FIELDSTON,390 WEST 253RD STREET,925000,6/4/20
KINGSBRIDGE HTS/UNIV HTS,"2545 SEDGWICK AVENUE, 6K",130000,6/4/20
MORRIS PARK/VAN NEST,1636 HAIGHT AVENUE,710000,6/4/20
MORRISANIA/LONGWOOD,"837 WASHINGTON AVENUE, 6J",305000,6/4/20
PELHAM PARKWAY SOUTH,"2105 WALLACE AVENUE, 1D",130000,6/4/20
THROGS NECK,"5 GERANIUM PLACE, 5",505000,6/4/20
THROGS NECK,847 CALHOUN AVENUE,115000,6/4/20
WAKEFIELD,4382 BYRON AVENUE,530000,6/4/20
WOODLAWN,81 EAST 237TH STREET,654000,6/4/20
WOODLAWN,261 EAST 238 STREET,794500,6/4/20
BRONXDALE,"2750 OLINVILLE AVENUE, 1K",229000,6/5/20
HIGHBRIDGE/MORRIS HEIGHTS,"1045 ANDERSON AVENUE, 2A",83000,6/5/20
KINGSBRIDGE HTS/UNIV HTS,"1 FORDHAM HILL OVAL, 1G",157170,6/5/20
KINGSBRIDGE HTS/UNIV HTS,"7 FORDHAM HILL OVAL, 16H",160000,6/5/20
MORRIS PARK/VAN NEST,975 MORRIS PARK AVENUE,4200000,6/5/20
MOTT HAVEN/PORT MORRIS,456 EAST 141 STREET,975000,6/5/20
PELHAM PARKWAY SOUTH,2033 PAULDING AVENUE,100,6/5/20
PELHAM PARKWAY SOUTH,2162 HAIGHT AVENUE,360000,6/5/20
RIVERDALE,"3750 HUDSON MANOR TERRACE, 1EE",222000,6/5/20
SCHUYLERVILLE/PELHAM BAY,2886 HARRINGTON AVENUE,525000,6/5/20
WAKEFIELD,4519 CARPENTER AVENUE,416000,6/5/20
WILLIAMSBRIDGE,"745 EAST 231 STREET, 5C",169000,6/5/20
BEDFORD PARK/NORWOOD,3073 HULL AVENUE,2050,6/8/20
BRONXDALE,"601 PELHAM PARKWAY NORTH, 619",110000,6/8/20
MELROSE/CONCOURSE,"1100 GRAND CONCOURSE, 5I",310000,6/8/20
PELHAM PARKWAY NORTH,2215 FENTON AVENUE,730000,6/8/20
RIVERDALE,"525 WEST 238TH STREET, 4D",183000,6/8/20
RIVERDALE,"5355 HENRY HUDSON PARKWAY, 2B",285000,6/8/20
SCHUYLERVILLE/PELHAM BAY,2078 MAYFLOWER AVENUE,705000,6/8/20
SOUNDVIEW,603 HARDING PARK,177450,6/8/20
SOUNDVIEW,"205 SURF DRIVE, 127A",460000,6/8/20
THROGS NECK,"64 POPLAR AVENUE, 64",381000,6/8/20
THROGS NECK,4244 EAST TREMONT AVENUE,651500,6/8/20
WOODLAWN,275 EAST 240TH STREET,490000,6/8/20
BAYCHESTER,3242 WILSON AVENUE,367000,6/9/20
BAYCHESTER,3770 LACONIA AVENUE,690000,6/9/20
BAYCHESTER,2905 GRACE AVENUE,749000,6/9/20
BEDFORD PARK/NORWOOD,2681 BAINBRIDGE AVE,800000,6/9/20
BEDFORD PARK/NORWOOD,3280 PERRY AVENUE,740000,6/9/20
BRONXDALE,2725 MATTHEWS AVENUE,450000,6/9/20
BRONXDALE,"2550 OLINVILLE AVENUE, 11E",176500,6/9/20
BRONXDALE,769 BURKE AVENUE,870000,6/9/20
CITY ISLAND,"12 DEEP WATER WAY, 31",429021,6/9/20
RIVERDALE,"2750 JOHNSON AVENUE, 5J",340000,6/9/20
RIVERDALE,"5800 ARLINGTON AVENUE, 12H",482000,6/9/20
RIVERDALE,"5900 ARLINGTON AVENUE, 22JK",892500,6/9/20
SOUNDVIEW,305 THIERIOT AVENUE,640000,6/9/20
SOUNDVIEW,"825 MORRISON AVENUE, 15D",386540,6/9/20
THROGS NECK,174 KEARNEY AVENUE,763000,6/9/20
WILLIAMSBRIDGE,729 EAST 223RD STREET,695000,6/9/20
WILLIAMSBRIDGE,743 E. 215 STREET,877000,6/9/20
WOODLAWN,215 EAST 237 STREET,730000,6/9/20
BAYCHESTER,2952 KINGSLAND AVENUE,640000,6/10/20
BAYCHESTER,3442 BRUNER AVENUE,10,6/10/20
BEDFORD PARK/NORWOOD,"306 EAST MOSHOLU PARKWAY SOUTH, 2K",127500,6/10/20
COUNTRY CLUB,1272 STADIUM AVENUE,795000,6/10/20
FORDHAM,"55 EAST 190TH STREET, 37",120000,6/10/20
MORRISANIA/LONGWOOD,423 EAST 159 STREET,555000,6/10/20
MORRISANIA/LONGWOOD,1096 FRANKLIN AVENUE,385000,6/10/20
RIVERDALE,6115 TYNDALL AVENUE,1112400,6/10/20
RIVERDALE,N/A TYNDALL AVENUE,1112400,6/10/20
RIVERDALE,"3751 RIVERDALE AVENUE, 5A",990000,6/10/20
SCHUYLERVILLE/PELHAM BAY,1712 LIBBY PLACE,710000,6/10/20
SCHUYLERVILLE/PELHAM BAY,3134 EAST TREMONT AVENUE,1250000,6/10/20
SOUNDVIEW,718 TAYLOR AVENUE,733000,6/10/20
VAN CORTLANDT PARK,"6035 BROADWAY, 6D",325000,6/10/20
WESTCHESTER,2342 WATERBURY AVENUE,625000,6/10/20
WILLIAMSBRIDGE,4111 BRONXWOOD,411000,6/10/20
BAYCHESTER,1486 NEEDHAM AVENUE,565000,6/11/20
BAYCHESTER,3205 GUNTHER AVENUE,710000,6/11/20
BEDFORD PARK/NORWOOD,"190 E MOSHOLU PARKWAY SOUTH, 6D",220000,6/11/20
BRONXDALE,"601 PELHAM PARKWAY NORTH, 505",172000,6/11/20
COUNTRY CLUB,3273B BARKLEY AVENUE,245000,6/11/20
EAST TREMONT,915 ELSMERE PLACE,2900000,6/11/20
MORRIS PARK/VAN NEST,980 RHINELANDER AVENUE,525000,6/11/20
MOTT HAVEN/PORT MORRIS,540 EAST 139 STREET,420000,6/11/20
PELHAM PARKWAY NORTH,2401 MORGAN AVENUE,675000,6/11/20
PELHAM PARKWAY NORTH,2409 MORGAN AVENUE,675000,6/11/20
PELHAM PARKWAY NORTH,2530 SEYMOUR AVE,765000,6/11/20
SOUNDVIEW,1842 SEWARD AVENUE,740000,6/11/20
SOUNDVIEW,1130 METCALF AVENUE,659000,6/11/20
WILLIAMSBRIDGE,1052 EAST 223 STREET,567000,6/11/20
WOODLAWN,335 EAST 234 STREET,959000,6/11/20
BAYCHESTER,4046 AMUNDSON AVENUE,666750,6/12/20
BRONXDALE,1228 ADEE AVENUE,553000,6/12/20
CITY ISLAND,77 PILOT,450000,6/12/20
CROTONA PARK,1827 WATERLOO PLACE,500000,6/12/20
KINGSBRIDGE HTS/UNIV HTS,"9 FORDHAM HILL OVAL, 9G",255000,6/12/20
MORRIS PARK/VAN NEST,1628 PAULDING AVE,445000,6/12/20
MORRIS PARK/VAN NEST,869 MORRIS PARK AVENUE,1675000,6/12/20
MORRISANIA/LONGWOOD,1141 TINTON AVENUE,580000,6/12/20
MOUNT HOPE/MOUNT EDEN,1769 TOPPING AVENUE,504000,6/12/20
RIVERDALE,"3530 HENRY HUDSON PARKWAY, 15F",400000,6/12/20
SOUNDVIEW,"126 MERMAID LANE, 292",485000,6/12/20
RIVERDALE,5442 VALLES AVENUE,10,6/13/20
RIVERDALE,5442 VALLES AVENUE,10,6/13/20
BAYCHESTER,"3410 DEREIMER AVE, 3A",145000,6/15/20
KINGSBRIDGE/JEROME PARK,"3065 SEDGWICK AVENUE, 4H",180000,6/15/20
MELROSE/CONCOURSE,316 EAST 151ST STREET,300000,6/15/20
BAYCHESTER,3320 TIEMANN AVENUE,440000,6/16/20
BAYCHESTER,4087 GRACE AVENUE,375000,6/16/20
BAYCHESTER,3328 CORSA AVENUE,535000,6/16/20
EAST TREMONT,580 E. 182 STREET,2300000,6/16/20
EAST TREMONT,16 WADE SQUARE,950000,6/16/20
HIGHBRIDGE/MORRIS HEIGHTS,"1213 NELSON AVE, 1213A",205000,6/16/20
KINGSBRIDGE HTS/UNIV HTS,2605 SEDGWICK AVENUE,850000,6/16/20
PARKCHESTER,"1560 METROPOLITAN AVENUE, 8F",150000,6/16/20
RIVERDALE,"3901 INDEPENDENCE AVENUE, 3N",405000,6/16/20
WESTCHESTER,2238 HAVILAND AVENUE,625000,6/16/20
WESTCHESTER,2347 HAVILAND AVENUE,770000,6/16/20
WESTCHESTER,N/A HAVILAND AVENUE,625000,6/16/20
BEDFORD PARK/NORWOOD,2801 WEBSTER AVENUE,1000000,6/17/20
COUNTRY CLUB,3166 PHILIP AVE,315000,6/17/20
CROTONA PARK,1816 TRAFALGAR PLACE,685000,6/17/20
HUNTS POINT,1093 LONGWOOD AVENUE,1149796,6/17/20
HUNTS POINT,1340 EAST BAY AVENUE,26500000,6/17/20
MOTT HAVEN/PORT MORRIS,486 COLLEGE AVE,730000,6/17/20
PARKCHESTER,"1595 UNIONPORT ROAD, 4D",187500,6/17/20
PELHAM PARKWAY NORTH,2223 TENBROECK AVENUE,696000,6/17/20
THROGS NECK,1041 HUNTINGTON AVENUE,400000,6/17/20
WILLIAMSBRIDGE,N/A CARLISLE PLACE,375000,6/17/20
BEDFORD PARK/NORWOOD,2978 PERRY AVENUE,690000,6/18/20
BEDFORD PARK/NORWOOD,2795 MARION AVENUE,753000,6/18/20
BEDFORD PARK/NORWOOD,3073 VILLA AVENUE,790000,6/18/20
BRONXDALE,"829 ADEE AVENUE, 3M",140000,6/18/20
CITY ISLAND,"35 ISLAND POINT, 35",1045000,6/18/20
COUNTRY CLUB,1516 LIBRARY AVENUE,1075000,6/18/20
CROTONA PARK,1570 CROTONA PARK EAST,575000,6/18/20
HUNTS POINT,1248 EAST BAY AVENUE,500000,6/18/20
KINGSBRIDGE/JEROME PARK,3410 BAILEY AVENUE,500000,6/18/20
KINGSBRIDGE/JEROME PARK,3418 BAILEY AVENUE,1600000,6/18/20
KINGSBRIDGE/JEROME PARK,3426 BAILEY AVENUE,1500000,6/18/20
MORRISANIA/LONGWOOD,"795 EAST 160 STREET, 17",345000,6/18/20
MORRISANIA/LONGWOOD,976 INTERVALE AVENUE,4100000,6/18/20
MORRISANIA/LONGWOOD,955-957 WESTCHESTER AVENUE,4100000,6/18/20
MORRISANIA/LONGWOOD,949-951 WESTCHESTER AVENUE,4100000,6/18/20
MORRISANIA/LONGWOOD,947 WESTCHESTER AVENUE,400000,6/18/20
PARKCHESTER,"22 METROPOLITAN OVAL, TE",95000,6/18/20
PARKCHESTER,"1554 UNIONPORT ROAD, 2A",152100,6/18/20
PARKCHESTER,"2090 EAST TREMONT AVENUE, 8E",145000,6/18/20
PELHAM PARKWAY SOUTH,2017 HAIGHT AVENUE,789000,6/18/20
SCHUYLERVILLE/PELHAM BAY,2829 LASALLE AVE,580000,6/18/20
SOUNDVIEW,1231 ROSEDALE AVENUE,570000,6/18/20
WILLIAMSBRIDGE,714 EAST 229TH STREET,520000,6/18/20
WILLIAMSBRIDGE,954 EAST 228TH STREET,800000,6/18/20
WOODLAWN,424 EAST 238 STREET,500000,6/18/20
BAYCHESTER,3328 TIEMANN AVE,525000,6/19/20
BAYCHESTER,3228 GUNTHER AVENUE,500000,6/19/20
BEDFORD PARK/NORWOOD,"91 EAST 208TH STREET, 3L",110000,6/19/20
BEDFORD PARK/NORWOOD,"2866 MARION AVENUE, 6E",239000,6/19/20
BRONXDALE,3234 RADCLIFF AVENUE,470000,6/19/20
BRONXDALE,"2550 OLINVILLE AVENUE, 3G",240000,6/19/20
COUNTRY CLUB,762 WILCOX AVE,555000,6/19/20
KINGSBRIDGE/JEROME PARK,2758 KINGSBRIDGE TERRACE,10,6/19/20
KINGSBRIDGE/JEROME PARK,N/A KINGSBRIDGE TERRACE,10,6/19/20
KINGSBRIDGE/JEROME PARK,"3065 SEDGWICK AVENUE, 1H",150000,6/19/20
MOUNT HOPE/MOUNT EDEN,247 EAST 175 STREET,765000,6/19/20
MOUNT HOPE/MOUNT EDEN,232 EAST 176 STREET,64500,6/19/20
PELHAM PARKWAY NORTH,2420 PEARSALL AVENUE,610000,6/19/20
PELHAM PARKWAY NORTH,2572 FISH AVE,300000,6/19/20
RIVERDALE,"3103 FAIRFIELD AVE, 2J",160000,6/19/20
RIVERDALE,"640 WEST 237 STREET, 9B",1236178,6/19/20
SCHUYLERVILLE/PELHAM BAY,2919 WELLMAN AVENUE,564000,6/19/20
WESTCHESTER,2361 GLEASON AVENUE,495000,6/19/20
WILLIAMSBRIDGE,1021B EAST 232ND STREET,250000,6/19/20
BRONXDALE,1071 ARNOW AVENUE,717000,6/22/20
KINGSBRIDGE HTS/UNIV HTS,"4 FORDHAM HILL OVAL, 9H",200000,6/22/20
KINGSBRIDGE HTS/UNIV HTS,29 EVELYN PLACE,405000,6/22/20
MORRIS PARK/VAN NEST,1085 PIERCE AVENUE,900000,6/22/20
MORRIS PARK/VAN NEST,1083 PIERCE AVENUE,900000,6/22/20
MORRISANIA/LONGWOOD,793 EAST 169 STREET,300000,6/22/20
PARKCHESTER,1621 TAYLOR AVENUE,700000,6/22/20
RIVERDALE,"555 KAPPOCK STREET, 21G",395000,6/22/20
RIVERDALE,"6200 RIVERDALE AVE, 7J",185055,6/22/20
SCHUYLERVILLE/PELHAM BAY,3060 LASALLE AVENUE,635000,6/22/20
SCHUYLERVILLE/PELHAM BAY,1364 HOBART AVENUE,480000,6/22/20
THROGS NECK,"4 GERANIUM PLACE, 4",535000,6/22/20
THROGS NECK,260 BUTTRICK AVENUE,987703,6/22/20
WILLIAMSBRIDGE,828 EAST 218 STREET,635000,6/22/20
BAYCHESTER,3931 GRACE AVENUE,764000,6/23/20
BRONXDALE,"665 THWAITES PLACE, 2L",260000,6/23/20
FORDHAM,2308 MORRIS AVENUE,680000,6/23/20
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, GO-N",210000,6/23/20
MORRISANIA/LONGWOOD,1130 BRYANT AVENUE,2000000,6/23/20
MORRISANIA/LONGWOOD,1134 BRYANT AVENUE,2000000,6/23/20
MORRISANIA/LONGWOOD,1142 BRYANT AVENUE,1850000,6/23/20
PARKCHESTER,"1425 THIERIOT AVENUE, 1A",185000,6/23/20
PARKCHESTER,"1480 THIERIOT AVENUE, 6C",168000,6/23/20
SCHUYLERVILLE/PELHAM BAY,"1874 PELHAM PARKWAY SOUTH, 5F",190000,6/23/20
SOUNDVIEW,1261 LELAND AVENUE,1400000,6/23/20
THROGS NECK,757 EDISON AVENUE,283250,6/23/20
WAKEFIELD,857 EAST 242ND STREET,470000,6/23/20
BAYCHESTER,3208 GUNTHER AVENUE,730000,6/24/20
CASTLE HILL/UNIONPORT,450 TURNEUR AVENUE,325000,6/24/20
HIGHBRIDGE/MORRIS HEIGHTS,165 WEST 161 STREET,500000,6/24/20
KINGSBRIDGE HTS/UNIV HTS,"4 FORDHAM HILL OVAL, 11G",325000,6/24/20
KINGSBRIDGE/JEROME PARK,3904 ORLOFF AVENUE,265000,6/24/20
KINGSBRIDGE/JEROME PARK,"2835 WEBB AVENUE, 8C",317554,6/24/20
KINGSBRIDGE/JEROME PARK,"3363 SEDGWICK AVENUE, LP",263722,6/24/20
MORRISANIA/LONGWOOD,"827 JACKSON AVENUE, A",320000,6/24/20
THROGS NECK,2617 HARDING AVENUE,492000,6/24/20
WILLIAMSBRIDGE,946 E 213TH STREET,525000,6/24/20
BAYCHESTER,1415 OAKLEY STREET,380250,6/25/20
BEDFORD PARK/NORWOOD,3136 PERRY AVENUE,7650000,6/25/20
CASTLE HILL/UNIONPORT,2254 CHATTERTON AVE,519308,6/25/20
EAST TREMONT,"1898 LONGFELLOW AVENUE, E2",86000,6/25/20
PARKCHESTER,"2200 EAST TREMONT AVENUE, 1F",145000,6/25/20
PARKCHESTER,"1705 PURDY STREET, 5D",199900,6/25/20
PARKCHESTER,"1563 METROPOLITAN AVENUE, 7E",180000,6/25/20
RIVERDALE,6059 FIELDSTON ROAD,1,6/25/20
RIVERDALE,"3777 INDEPENDENCE AVE, 4D",250000,6/25/20
SOUNDVIEW,1276 FTELEY AVENUE,655000,6/25/20
VAN CORTLANDT PARK,"6035 BROADWAY, 7N",260000,6/25/20
WILLIAMSBRIDGE,864 EAST 215 STREET,1000,6/25/20
WILLIAMSBRIDGE,1056 EAST 227 STREET,499000,6/25/20
BAYCHESTER,3423 GRACE AVENUE,585000,6/26/20
BEDFORD PARK/NORWOOD,2673 MARION AVENUE,380000,6/26/20
CASTLE HILL/UNIONPORT,431 EFFINGHAM AVENUE,10,6/26/20
COUNTRY CLUB,3289 LAFAYETTE AVENUE,200000,6/26/20
HIGHBRIDGE/MORRIS HEIGHTS,"132 W. 169 STREET, 5B",190000,6/26/20
MORRISANIA/LONGWOOD,547 FOX STREET,710000,6/26/20
PARKCHESTER,"1950 E. TREMONT AVENUE, 6B",285000,6/26/20
PELHAM GARDENS,2533 TIEMANN AVE.,640000,6/26/20
PELHAM PARKWAY NORTH,2568 SEYMOUR AVENUE,715000,6/26/20
PELHAM PARKWAY SOUTH,2088 HERING AVENUE,699600,6/26/20
PELHAM PARKWAY SOUTH,1150 PELHAM PARKWAY SOUTH,10000000,6/26/20
RIVERDALE,314 W 261ST STREET,370000,6/26/20
RIVERDALE,"2736 INDEPENDENCE AVENUE, 4A",235000,6/26/20
RIVERDALE,"5601 RIVERDALE AVENUE, 4T",135000,6/26/20
SCHUYLERVILLE/PELHAM BAY,2844 E. 196TH ST,861500,6/26/20
SCHUYLERVILLE/PELHAM BAY,2050 COLONIAL AVE,762500,6/26/20
SOUNDVIEW,"222 SURF DRIVE, 411",480000,6/26/20
THROGS NECK,4211 EAST TREMONT AVENUE,679000,6/26/20
WAKEFIELD,4420 BRUNER AVENUE,505000,6/26/20
WAKEFIELD,4322 WICKHAM AVENUE,375000,6/26/20
WILLIAMSBRIDGE,758 EAST 222ND STREET,350000,6/26/20
WILLIAMSBRIDGE,928 EAST 211 STREET,765000,6/26/20
WILLIAMSBRIDGE,"745 EAST 231 STREET, 5G",105000,6/26/20
WILLIAMSBRIDGE,770 EAST 233 STREET,190000,6/26/20
BAYCHESTER,3140 MICKLE AVE,895000,6/29/20
BEDFORD PARK/NORWOOD,220 E 201ST STREET,525000,6/29/20
BRONXDALE,811 SOUTH OAK DRIVE,10,6/29/20
BRONXDALE,3442 DUNCOMB AVENUE,460000,6/29/20
BRONXDALE,"2550 OLINVILLE AVE, 2A",237500,6/29/20
CROTONA PARK,1521 BRYANT AVE,785000,6/29/20
HIGHBRIDGE/MORRIS HEIGHTS,1641 NELSON AVENUE,800000,6/29/20
